time,delta_lambda_simulink,delta_lambda_noisy,label,delta_lambda_filtered
890,7.67949744390306,7.62725763817241,severe_damage,7.76977998734884
891,7.57202115490403,7.28592702956445,severe_damage,7.7488393133891
892,7.73760058919703,7.97494799142864,severe_damage,7.7718001204673
893,7.61322582670159,7.51667317235094,severe_damage,7.76294980230766
894,7.78354329647176,7.88785221070421,severe_damage,7.72678672067868
895,7.89208965298026,7.99218302747443,severe_damage,7.6657162793332
896,7.92988393627878,7.83172195568062,severe_damage,7.60039195333072
897,7.44530160612118,7.2162155265144,severe_damage,7.55883613287962
898,7.82880968520775,7.5990745028609,severe_damage,7.53686151539138
899,7.99231669837346,8.11336815558481,severe_damage,7.54243319818729
900,7.53543069789076,7.51747941131705,severe_damage,7.53698941728885
901,7.24163438038121,7.40106883302248,severe_damage,7.50151236893924
902,7.1551100834754,7.08492377405884,severe_damage,7.43626943776007
903,7.42038322067805,6.98128975220933,severe_damage,7.41673294385313
904,7.5153286631236,7.35255901225077,severe_damage,7.361298647158
905,7.17828109810545,7.29763837584889,severe_damage,7.33305876508412
906,7.33832960389798,7.36950227150306,severe_damage,7.29127454935008
907,7.61268592340482,7.8932912779521,severe_damage,7.22375324050853
908,6.95679546218848,6.98451744710666,mild_damage,7.18486278193919
909,7.17817501804271,6.90920824301669,severe_damage,7.16101542366148
910,7.32673406267048,7.69913561887034,severe_damage,7.14391805186833
911,6.91437122644254,7.0002075052536,mild_damage,7.13162181469543
912,7.01160943775688,6.79261729540627,severe_damage,7.08937806691852
913,6.95463132802586,6.97231126685034,mild_damage,7.07541281599369
914,7.10722600466787,7.10054852296154,severe_damage,7.06641712442263
915,7.047787117938,6.93412253277696,severe_damage,7.00271401613596
916,7.31540607372331,7.04335845885675,severe_damage,6.9841299148799
917,6.90421662751003,6.82846319716166,mild_damage,6.97423964798349
918,6.77488126797952,6.79684619461589,mild_damage,6.89146562764073
919,6.76337537502239,6.71890279559702,mild_damage,6.84504957246635
920,7.21673024391518,7.0881596119764,severe_damage,6.81335751678765
921,7.22719582668853,7.23456689793721,severe_damage,6.77726015423729
922,6.72928343170995,6.93774465365212,mild_damage,6.72833962284319
923,6.68610512125705,6.70575592826564,mild_damage,6.67591413929939
924,6.69930756815579,6.76085423957056,mild_damage,6.64590097209672
925,6.50083585353648,6.457525313729,mild_damage,6.62058343282335
926,6.42855958657586,6.30396667763795,mild_damage,6.58434912872159
927,6.40740335814371,6.31723646022569,mild_damage,6.59091349705948
928,6.38746786897591,6.43085082859495,mild_damage,6.532096433921
929,6.3628866413078,6.36674055204999,mild_damage,6.48339773175549
930,6.15151109211037,6.14774027961998,mild_damage,6.44018626851375
931,6.52428695764432,6.59316095081675,mild_damage,6.39469521594375
932,6.28220863732073,6.448700108061,mild_damage,6.36591975594538
933,6.17629726167688,6.25333163308956,mild_damage,6.3684079693329
934,6.84415231075777,6.81736832066545,mild_damage,6.3591114412216
935,6.1818131437977,6.2059036648991,mild_damage,6.33611511648246
936,6.42879637861351,6.50408636545453,mild_damage,6.3298066313326
937,6.28394086745804,6.28957270502605,mild_damage,6.30130402674224
938,5.90551662083115,6.0233901397157,mild_damage,6.28442283040637
939,6.230340710305,6.32922233959497,mild_damage,6.27093927951808
940,6.44691534091319,6.49484851454177,mild_damage,6.25275148542203
941,6.28902970932803,6.16451875596851,mild_damage,6.21483170226321
942,6.06797721389281,5.97229158913855,mild_damage,6.13381631916815
943,6.41693876955052,6.33622355134707,mild_damage,6.12635535523695
944,5.85539172797946,5.93920148319464,mild_damage,6.07370740335699
945,5.89659638996587,5.89452233458194,mild_damage,6.03040384207741
946,6.23881838275303,6.39090768749241,mild_damage,6.00405241370808
947,6.18551347537529,6.17588319662016,mild_damage,5.94156163609238
948,5.68537800628287,5.68453488570723,mild_damage,5.86562379532173
949,5.62006489714482,5.60213757423961,mild_damage,5.84291072865736
950,5.99127556145474,6.09398920593111,mild_damage,5.80234943731567
951,5.63006141364092,5.71436708725509,mild_damage,5.74749659944106
952,5.62509234452581,5.64001928583238,mild_damage,5.72425061264952
953,5.66813957136487,5.62811871417581,mild_damage,5.68263470604969
954,5.42189149981471,5.39186067535938,mild_damage,5.61395995146707
955,5.38482290170768,5.35578090298199,mild_damage,5.56846498018747
956,5.76932462757707,5.82382275600309,mild_damage,5.50864187803074
957,5.28276031555868,5.36387221901317,mild_damage,5.47053343481169
958,5.38182851871607,5.51343098322786,mild_damage,5.41308108272666
959,5.50745190360678,5.59051168132164,mild_damage,5.38803043030642
960,5.35651916841902,5.27028373558448,mild_damage,5.34373751356351
961,5.28030321152705,5.36078636875303,mild_damage,5.32093002848574
962,5.48334250985934,5.49345862742609,mild_damage,5.28976528119165
963,4.84392232877757,4.78718835335632,mild_damage,5.28721047629422
964,5.04657878614291,5.03051092595395,mild_damage,5.21501110612167
965,5.24375097635677,5.23220392465565,mild_damage,5.18206972312758
966,5.33845026836594,5.33860730095141,mild_damage,5.16102876367853
967,4.9642879082338,4.97562553468876,mild_damage,5.13112244488134
968,5.29684673264096,5.28600643800928,mild_damage,5.06385742195786
969,4.95996144663865,4.92438946594803,mild_damage,5.01307590341328
970,5.21885858083826,5.31745882952049,mild_damage,4.9471793029518
971,4.62506659595814,4.74083220341488,mild_damage,4.9326146149922
972,4.82614297159554,4.8697514741018,mild_damage,4.91454219075207
973,5.19222933760495,5.19781659149221,mild_damage,4.8974232161157
974,5.02814329476532,5.14191689936368,mild_damage,4.8343179053611
975,4.29081216959662,4.26130839173231,mild_damage,4.84086059757137
976,4.62317289967234,4.5990635905843,mild_damage,4.80489156525629
977,4.50046759201789,4.50500962050396,mild_damage,4.78842071988498
978,4.48902961634516,4.56871803396236,mild_damage,4.75204000812895
979,4.76757441905521,4.75942456235192,mild_damage,4.72116406427901
980,4.93148121289731,4.97541930511013,mild_damage,4.67303517100427
981,4.40003777386613,4.39202763963237,mild_damage,4.63338933157191
982,5.05592544323323,5.07376591784288,mild_damage,4.58288211013196
983,4.9047139623082,4.74647095328299,mild_damage,4.5803551695719
984,4.56558991238408,4.6773267853784,mild_damage,4.58484089071494
985,4.6912236664273,4.77174815318012,mild_damage,4.56586972338824
986,4.36250908302086,4.27769304566571,mild_damage,4.57914472864565
987,4.34580637593853,4.14781807498067,mild_damage,4.55350222832384
988,4.47058220176169,4.60312900000687,mild_damage,4.49343878145752
989,4.37958255572451,4.38430857776448,mild_damage,4.47968443075229
990,4.14869478656577,4.22340428333135,mild_damage,4.40148471183453
991,4.61891549775309,4.66634940772997,mild_damage,4.3765882897202
992,4.18735010361619,4.22044211060332,mild_damage,4.3212040533125
993,4.67395218549817,4.76784311282363,mild_damage,4.27338962538636
994,4.33670726859311,4.37478705752477,mild_damage,4.27308223822355
995,4.21086543256295,4.07446760211524,mild_damage,4.28271794308838
996,4.13133873365786,4.18571237905396,mild_damage,4.25601702167851
997,3.91098033002058,3.9007701340764,normal,4.24435415294342
998,4.35751051976447,4.37302462156819,mild_damage,4.24644913990463
999,3.83997559312484,3.84656323926279,normal,4.1997935545907
1000,4.02707436220136,4.054531734288,mild_damage,4.19721248508912
